Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
"AT4G30310.1;AT4G30310.3;AT4G30310.4;AT4G30310.2"	460455.5483	558462.9454	1318388.942	461397.942	99610.74777	348443.9729	242384.9045	361617.1337
"AT5G22510.1;AT5G22510.2"	436201.143	585031.2209	241267.049	306816.0647	172546.8962	1430879.039	299644.1224	490224.9574
"AT2G22310.2;AT2G22310.1;AT2G22310.3"	16715645.94	14719076.69	11858250.14	17274079.29	15966796.54	15622613.22	17456098.92	19156297.58
"AT3G63130.1;AT3G63130.2"	501238.5562	386306.8487	447450.4745	249518.8926	210825.6713	3.26E+42	168658.9957	238949.5862
"AT5G25880.2;AT5G25880.3;AT5G25880.1"	122613.6221	234261.8731	437113387.4	380582.0318	896547.8079	3371170.494	645600.8126	5.09205E+11
"AT2G02500.2;AT2G02500.1"	580943.7429	799809.5237	441819.552	660922.3228	386702.3448	458074.489	485859.9534	558758.3149
"AT1G50670.1;AT1G50670.3;AT1G50670.2"	506740.5215	2737842.294	3873139017	1300010.335	542146.0953	452922.3604	793453.9727	1185866.193
"AT2G25840.4;AT2G25840.2;AT2G25840.3;AT2G25840.1"	224332.2893	4.39E+20	597645.8002	97233.27944	2041901.069	321433.2517	4418680.554	629151.9265
"AT2G29340.4;AT2G29340.3;AT2G29340.2;AT2G29340.1"	245761.5394	310992.2892	396684.3871	518003.5173	195426.3848	339299.1927	208530.1925	202403.9793
"AT3G02200.1;AT3G02200.2"	438413.0895	1690514.502	362962.5734	723692.8142	283854.9509	312115.2775	522602.2449	570001.6989
"AT3G55400.1;AT3G55400.2"	601052.7501	336662.1303	297177.0398	328704.5284	265466.1074	531805.3231	199961.8589	153706.3368
"AT1G55450.1;AT1G55450.2"	560495.5877	387008.1285	320114.6073	396204.7587	324096.8629	648810.9107	202271.9032	410503.4184
"AT3G20250.2;AT3G20250.1;AT3G20250.3"	3757223.846	7752000.52	2465461.719	5285200.532	3195049.942	2495922.143	4765892.195	5214871.996
"AT5G38470.1;AT5G38470.2"	828286.0352	797055.6945	592465.6372	691777.183	381304.6649	594486.0942	441774.2735	566022.7436
"AT2G04780.2;AT2G04780.1"	1444226.271	1423520.319	887661.8377	768130.0793	714926.4495	1665961.547	831137.2818	1155061.493
"AT2G41560.4;AT2G41560.3;AT2G41560.2;AT2G41560.1"	442470.4492	403012.7028	396474.5926	225547.614	143829.941	363641.6211	173883.6531	332023.9555
"AT5G58220.3;AT5G58220.2;AT5G58220.1"	1.65E+31	268962.1994	158214.4469	333004.6297	143504.9267	155871.484	248504.8873	318440.484
"AT5G16880.3;AT5G16880.4;AT5G16880.1;AT5G16880.2"	377628.434	217445.4504	335146.0355	248256.0307	225926.6628	342876.9429	270505.3095	156156274.6
"AT1G66070.2;AT1G66070.1"	430744.993	83825.22826	352309.9206	252426.924	353558.269	259884.1708	556589.1296	661661.7967
"AT2G14170.3;AT2G14170.2;AT2G14170.1"	646762.5006	1043891.699	1026416.693	1441676.335	342580.5728	979659.4899	423785.8438	802241.9786
"AT5G16290.1;AT5G16290.2"	368199.2839	1068051.539	273649.6204	213556.2175	388286.5838	140635.9824	436726.8401	253941.7116
"AT1G73110.1;AT1G73110.2"	254114.5955	829934.8107	246259.8529	186636.0673	120810.1117	88184.3254	123102.6665	174914.2446
"AT3G28270.1;AT3G28270.2"	271746.8876	885204.4628	234865.2241	962637.2516	303514.7459	302562.1608	1140333.128	704785.7664
"AT3G52200.2;AT3G52200.1"	6.72E+146	37172793.1	11899277.35	52689542.06	40566394.05	36018102.51	35568846.59	55672674.11
"AT3G15640.2;AT3G15640.1"	1569050.075	1534427.955	1314884.132	1775186.258	1178130.731	1296108.02	1478183.999	1669710.926
"AT4G14800.2;AT4G14800.1"	41033910.38	421138.9748	86516861908	503595.1518	513445.7273	450766.7514	550977.0125	827371.1351
"AT3G52720.2;AT3G52720.1;AT3G52720.4;AT3G52720.3"	312207.6346	393891.4787	200136.0762	154202.9611	244239.9239	1.39E+31	149407.7813	129259.1395
"AT3G54540.1;AT3G54540.2"	304651.3433	385891.3938	257996.5103	327286.2141	198373.0377	244683.2966	280910.3296	245269.7605
"AT5G66510.1;AT5G66510.2"	550973.6182	298155.5795	358212.5234	265263.2053	136129.1152	169617.9625	198211.7736	322402.0912
"AT5G64570.3;AT5G64570.1;AT5G64570.2"	917965.1949	686997.0271	628243.1111	661245.9299	384079.4913	432089.5294	572668.4018	693872.4154
"AT3G57890.1;AT3G57890.2"	246208.9326	294471.7481	82897.18975	942171.8355	212210.5915	318241.858	221980.1051	987923.0783
"AT5G54750.2;AT5G54750.1"	527391.2499	214970.0002	508198.0934	674735.7667	259819.009	504751.1065	375129.3196	547717.8088
"AT5G01530.1;AT3G08940.2"	12624132.83	21557535.81	7327827.45	9640775.85	13154914.36	16484519.7	18197044.58	8644669.476
"AT1G78870.1;AT1G78870.2;AT1G78870.4;AT1G16890.2;AT1G16890.1;AT1G16890.3"	593001.7354	624366.5591	397650.2847	399922.8852	366932.2477	372521.6131	415551.5111	305829.1423
"AT5G09550.1;AT2G44100.2;AT2G44100.1"	713105.3644	659928.6812	554135.3755	708857.0782	549030.7188	626263.2565	768416.9005	754102.6701
"AT4G12650.1;AT5G35160.2;AT5G35160.3;AT5G35160.4;AT5G35160.1"	303010.381	313451.0019	237897.5211	218070.9789	166830.7361	205070.3093	183091.4359	206269.4636
"AT3G03250.3;AT3G03250.1;AT3G03250.2;AT5G17310.1;AT5G17310.3;AT5G17310.5;AT5G17310.2"	117992.5503	190945.0919	224396.3828	1854.857562	108889.3674	107087.5182	196012.3567	78922.65109
"AT3G15980.7;AT3G15980.4;AT3G15980.2;AT3G15980.5;AT3G15980.6;AT3G15980.1;AT3G15980.3;AT1G52360.2;AT1G52360.4;AT1G52360.1;AT1G52360.3"	3153577.915	1587949.784	2190691.797	1137835.269	1976011.183	751267.8869	1574960.579	1176937.602
"AT3G42640.1;AT4G30190.2;AT4G30190.1;AT3G60330.1;AT3G60330.3;AT3G60330.2;AT3G60330.4;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT3G47950.1;AT3G47950.2;AT2G07560.1;AT5G57350.4;AT5G57350.2;AT5G57350.1"	716342.6142	630540.0371	626507.6267	526308.4554	414469.0717	540498.688	362499.7657	428707.5319
"AT1G62180.2;AT1G62180.1;AT4G21990.1;AT4G21990.2"	2480577098	1444455.674	395897.0869	1337631.61	798651.2312	775857.4253	1124109.602	1313038.229
"AT2G31390.1;AT1G06030.1"	490703.2647	533695.1392	451418.1415	546051.827	292136.2818	589793.7641	407793.3671	573693.9525
"AT3G26460.1;AT3G26450.1"	1984193.552	1860415.023	2278975.611	3163782.872	2078230.715	2525983.416	2153647.027	2347613.697
"AT3G53750.1;AT3G53750.2;AT2G37620.1;AT2G37620.3;AT2G37620.2;AT2G37620.4"	1075293.591	1074413.111	732915.5583	1207124.229	788848.2846	695030.2249	1069875.972	1109269.084
"AT2G07050.1;AT2G07050.2;AT3G45130.2;AT3G45130.4;AT3G45130.1;AT3G45130.5;AT3G45130.3"	658816.3928	702175.4568	486398.3791	583530.3533	384732.5453	400683.6982	441031.1991	590197.5974
"AT2G42790.1;AT3G58750.1"	605922.6517	539394.7898	795162.7352	462010.8249	232291.4104	281264.9565	287066.2301	343169.7017
"AT3G13300.1;AT3G13300.2;AT3G13290.1"	427633.9113	458649.7486	278587.542	561241.1266	416761.9038	282773.2893	470749.4378	637546.9966
"AT5G40650.1;AT5G40650.2;AT3G27380.1;AT3G27380.2"	660009.6359	1133476.908	616338.3746	690713.5146	661680.526	431392.5851	1130459.595	606647.5447
"AT1G74910.1;AT1G74910.3;AT1G74910.2;AT2G04650.1;AT2G04650.2"	1212310.19	1188869.649	1132343.183	1353239.922	719429.024	973439.719	860510.8023	969326.2484
"AT5G60860.1;AT5G45750.1"	1024512.342	1047913.719	658357.2138	904048.1855	473087.5787	628274.6556	661478.371	851005.2502
"AT2G05840.2;AT2G05840.3;AT2G05840.1;AT5G35590.1"	2833792.941	2879489.83	1696143.734	2433071.992	1503865.524	2156170.87	2116839.157	2429888.332
"AT2G44350.4;AT2G44350.2;AT2G44350.1;AT2G44350.3;AT3G60100.2;AT3G60100.1"	1222783.221	1443465.639	1202453.301	1599487.373	1014455.976	1349976.894	1612798.627	1886740.895
"AT1G50370.1;AT3G19980.1"	813432.1182	591291.222	461173.903	325805.1243	249387.6963	590547.7783	330988.0067	221138.0815
"AT1G53080.1;AT3G15356.1"	1611115.907	2221554.291	1244942.965	2639700.651	1486021.887	1831246.557	2120377.942	2771234.683
"AT5G14590.1;AT1G65930.1;AT1G54340.2;AT1G54340.1"	3268542.872	3018703.804	1774150.74	2073256.892	1019342.552	1524728.863	1576908.569	2301483.267
"AT5G41220.3;AT5G41220.1;AT5G41220.2;AT5G41210.1"	312680.3666	379850.0803	439823.0523	299940.9167	241066.5067	376368.9131	328065.2241	1520262.773
"AT5G65780.1;AT3G49680.2;AT3G49680.1"	1658209.814	1114424.476	1005776.887	812693.7916	683907.4377	867384.6763	777516.9441	758595.7232
"AT4G01370.1;AT1G01560.2;AT1G01560.3;AT1G01560.4;AT1G01560.1"	289243.1688	1366806.736	180241.016	599092.221	400982.1608	275955.3582	1229805	656772.7036
"AT3G25770.1;AT3G25760.1"	12119904.61	22793383.04	13983949.13	3.15575E+11	20464816.56	5.1841E+13	9.55511E+12	31749545.63
"AT5G65010.1;AT5G65010.2;AT5G10240.1;AT5G10240.2"	909154.8161	706210.9205	412349.9626	564622.2682	274929.4865	283394.0073	388778.5824	158198.4258
"AT4G29220.1;AT5G56630.1;AT4G26270.1"	1387832.311	1279541.836	1209736.372	1755666.535	972615.2927	262969.0553	1357318.159	1810363.903
"AT1G74270.1;AT3G55750.1"	1308738.256	1004451.361	767605.7747	567056.0493	455324.7823	621999.5341	394421.0341	458694.1912
"AT1G58380.1;AT1G58684.1;AT1G59359.1;AT1G58983.1"	2423749.881	525206.1051	1029990.461	1599831.342	972060.4845	1024882.627	1693702.158	1570625.131
"AT1G16400.1;AT1G16410.2;AT1G16410.1"	264508.5879	298261.962	294566.6526	181754.7614	73690.70574	407964.8622	131868.8909	359456.5173
"AT1G31070.1;AT1G31070.2;AT2G35020.1"	219853.237	3208635.017	908865.2544	1472585.2	1685422.533	805378.5265	838154.6118	800045.4966
"AT1G16910.1;AT2G42610.2;AT2G42610.1;AT3G04510.1;AT1G07090.1;AT5G58500.1;AT5G28490.1;AT4G18610.1;AT1G78815.1;AT3G23290.2;AT2G31160.1"	26931.74237	2917913.643	61133.09467	696573.6014	5022044429	35483.36799	63397.85241	59989.91138
"AT2G17340.1;AT4G35360.2;AT4G35360.3;AT4G35360.1;AT2G17320.2;AT2G17320.1"	807550.0887	680628.123	605027.4777	560663.9967	110008.7617	500179.377	213816.6713	553705.5126
"AT4G33510.1;AT4G33510.2;AT1G22410.1"	360747.0777	372357.7547	262649.3945	340194.4212	156727.2055	187908.9694	271977.5454	336839.059
"AT3G18000.1;AT1G48600.1;AT1G48600.2"	854481.0968	957455.8349	718552.9195	1004001.251	663906.1175	877382.7455	902784.3697	580368.8089
"AT4G23170.1;AT4G23160.3;AT4G23160.1;AT4G23160.2"	691412.1941	443598.2884	610289.8269	573284.8066	169672.35	636054.6667	461226.3848	925267.8125
"AT4G35650.1;AT2G17130.2;AT2G17130.1;AT4G35260.1;AT1G32480.1"	565222.101	249582.3123	426013.7946	494722.0355	260214.0677	455527.5497	501219.906	387079.9518
"AT3G59870.1;AT2G43945.1"	1091778.762	956314.9351	832602.4857	1.5958E+11	792080.0007	769700.1333	1060563.569	1043623.655
AT1G26410.1	1667325.49	1183617.285	848054.792	878069.191	492613.1059	927338.5558	697832.7948	745492.3901
AT1G31670.1	9742554.955	9167729.89	4768393.226	10357315.24	2305213.234	3724513.845	8977023.211	5989227.959
AT1G30530.1	627807.9225	381851.2412	300977.634	429492.3913	317165.1273	396465.3051	359632.3955	418738.5314
AT2G22450.1	225352.9185	426428.0037	164404.9074	428761.3033	129259.5007	263039.1319	286228.4475	296985.8828
AT4G18030.1	502187.6646	506396.0665	821492.3504	229545.8223	1415359.291	174798.9819	709379.2161	901079.0526
AT4G36220.1	461928.4654	341695.2405	251173.0538	2314979.072	693078.1395	1858336.316	1113543.095	3309027.041
AT5G44650.1	477188.0775	2572848.57	681237.4982	1.11E+102	535243.3702	40687.6338	816791.5128	387302.5664
AT5G64270.1	538482.5216	679259.1502	238265.6407	315132.4729	442474.3626	310771.0124	124508.2809	411047.1805
AT3G01200.1	192564.2102	313826.3213	1941223.253	261375.7181	207418991.9	13082825.63	274945.8455	307469.4142
AT5G56010.1	481450.3886	422466.5589	334737.7116	474317.5831	249088.2792	412290.7827	323853.6685	546941.6342
AT2G31610.1	2648626.685	3082106.381	1581149.667	2419301.466	4416692.703	1521403.424	6621803.509	1440261.907
AT5G57020.1	3074740.019	579734.6783	1853265.164	341756.0201	159511.2659	1685035.372	458538.3734	325739.2638
AT5G61970.1	225585.217	309746.1509	218286.0572	215257.2318	120451.9311	142934.5723	192586.0959	223005.1008
AT4G22330.1	292946.7396	312486.45	228106.1938	378644.3026	221527.4933	243871.4732	310776.1958	381000.4611
AT3G22630.1	600626.3203	535367.5127	375886.7996	637725.9901	315757.7427	403323.4947	433618.6039	2.12E+17
AT2G17200.1	24953650.23	22010678.39	18709946.14	26072780.46	4605636.172	17918228.37	16398785.35	24317194.41
AT3G18130.1	561332.7386	1024177.048	127789.5058	16704656.88	387607.3704	990716.9526	653543.489	30784907.2
AT3G10690.1	459690.3026	523141.142	382498.7461	293189.3385	159057.9987	356177.934	480715.4996	585122.6836
AT4G33250.1	331457.5307	839257.8976	243206.9291	684575.7792	223559.1585	208117.9882	373757.3057	1457970549
AT1G71950.1	207647.702	193867.8987	91445.57849	354901.3586	135475.403	294277.4321	177829.2723	269184.0608
AT3G20680.1	385924.3153	423668.6714	284811.2378	386056.3031	255460.8277	282058.5132	357569.2283	298853.7759
AT5G14120.1	2110163.014	1750258.875	2135933.546	3391231.859	146069.9901	138977.3283	2106669.97	609763.7015
AT4G05530.1	1001303.682	1869520934	424013.1295	760583.8161	297953.0387	68640571.48	451802.1644	513895.4278
AT5G41210.1	598492.428	617063.2957	557631.9023	692957.9989	338047.4567	538103.6813	426733.5885	538295.9801
AT5G42890.1	590836.4835	436499.251	375678.5962	535164.1452	327349.796	471147.4065	286778.4098	375796.1865
AT4G23680.1	1516229.399	627565.3794	663129.2397	2215749.418	879527.3632	1243824.921	984035.2946	1615232.406
AT1G32500.1	136414.1199	525795.296	931653.8221	14524978.72	1692497.946	4691291.765	1839080.927	713531.5984
AT4G05160.1	373295.0877	280430.9739	1662769365	356672.3482	184582.2846	279262.4675	337192.2952	354754.2035
AT4G39980.1	821825.6058	778310.2405	587238.5711	5.89E+99	413520.9748	417832.2224	868078.9529	437902.1253
AT1G80750.1	217468.8939	234661.9211	108030.9203	109653.4619	103755.6153	103747.8059	187408.8102	186450.0625
AT2G35500.1	348100.8373	401777.8016	318094.8663	330020.3341	281867.5637	253961.0779	245322.6446	337850.6343
ATCG00430.1	615979.1956	610479.5895	589883.2981	865848.9831	506163.2948	548510.6561	621980.1631	656342.127
AT5G39410.1	720155.048	2724976.597	277679.8513	4452751.784	4086750.24	483267.3706	3003912.237	1290407.454
AT3G16370.1	534924.0278	332613.4651	279040.3698	267120.192	247571.4431	983161.5497	433312.5523	252881.0791
AT3G05970.1	149390.9573	486058.4608	141712.3721	620643.7789	547388.3874	5933666644	765576.0854	497003.6721
AT2G39020.1	410703.0284	532319.4304	388078.5678	1812526.717	2204634.888	648600.5543	1719306.672	1267757.612
AT5G55660.1	529530.4631	379984.8754	214060.2251	315106.3034	246981.6557	572698.407	239317.4727	356209.9786
AT5G13850.1	846676.6057	602264.0388	636382.8508	646805.6827	465194.9261	466202.7302	428540.4665	709144.4918
AT1G66970.1	1.58223E+11	1024410.052	196903.9742	511194.3174	218770.9551	382813.9527	3754074.832	776867.1618
AT1G10360.1	850596.9449	699095.5531	848009.0442	716382.7681	315499.637	940547.8012	413333.6648	612659.2026
AT4G26840.1	277662.0085	313587.1759	334041.1702	201423.5871	1038622.746	352113.3359	989106.0816	319831.636
AT2G34640.1	443547.9739	535822.1063	251592.7254	253424.307	162168.6418	190936.243	250149.7938	274102.0127
AT2G28430.1	300617.2873	284970.0658	238241.8578	285524.7923	2386181.124	168234.5643	202884.6188	373923.3931
AT3G56460.1	232075.9993	230044.3617	245994.142	283431.8553	193254.0402	264138.3113	199934.5389	247500.5938
AT3G48720.1	441519.7327	640046.3741	319246.0085	464019.5442	186496.7701	272641.2552	281541.7026	353681.977
AT5G12190.1	380174.8098	608492.9736	343337.4097	682569.542	280270.3725	400370.7367	8.60688E+11	694549.8418
AT1G62740.1	756938.1232	586168.8642	567187.2296	688881.3077	466901.9525	424787.0066	590052.8669	635416.7741
AT1G26340.1	228140.9824	358115.7178	239864.7465	359867.6494	228752.9429	252984.8076	305084.0851	383967.0269
AT5G17770.1	619486.0233	666329.7273	1589229.397	621988.6486	657546.3235	846150.5308	849643.0609	616960.7039
AT4G13360.1	218022.0274	209764.8094	185290.3941	297172.6926	217990.0105	220619.8218	249648.1931	281369.936
AT4G37980.1	423980.9318	663374.6753	718676.1483	1161141.5	542916.8377	804173.2375	717616.7554	1687086.829
AT5G23540.1	360220.5331	286007.8619	301542.007	238904.1329	264279.8481	244548.2516	337650.3162	103921.6932
ATCG01010.1	566238.4106	598812.7872	329257.7866	529452.016	471664.7585	416401.6651	667308.9568	496212.1267
AT2G29290.2	347829.6597	581514.6897	259969.5043	406156.546	217530.4575	440451.0064	240524.7381	220563.8714
AT3G02530.1	747511.9447	843263.8487	396875.1803	716519.0816	269559.5898	378867.8883	425573.5373	498721.3268
AT1G48470.1	7802998.247	6501528.941	5116310.205	5055784.047	2521825.249	4101705.707	2219971.046	4329136.456
AT1G52670.1	1085608.933	1815005.058	525849.0384	3506655.92	506883.8176	2137279.176	520817.5193	1415799.932
AT5G63800.1	439063.8214	412185.0172	444319.3532	555977.0025	696363.8887	521035.0099	882851.4102	603065.5821
AT1G15340.1	1801353.877	486636.6058	1806509.846	417324.933	1443694.341	1203560.316	842763.7434	1049585.991
AT3G28710.1	442010.0635	485654.5717	410897.5142	505395.2445	330995.559	504009.3812	379764.3656	626522.0795
AT3G62600.1	141459.8572	170709.0182	132361.6511	168879.8701	114571.6231	221007.6137	156274.2957	211664.4172
AT4G01690.1	1414417.603	1159555.242	1084955.036	1004011.698	739753.9993	831278.7434	2817955.644	831049.1332
AT4G31500.1	479494.8775	3610117.346	285193.7938	2163183.853	565770.3006	325834.1191	788694.0855	1033576.111
ATCG00360.1	1228431.965	385652.878	1078556.621	558194.064	258226.9535	554046.854	289669.9249	299396.7338
AT1G52230.1	2162544.61	2690682.909	1578195.53	1925547.641	1609900.353	1406845.782	1506336.726	2202414.642
AT5G05370.1	152131.1318	140776.5933	300733.2554	144126.6329	73473.51323	42968.40409	113673.9663	87660.72348
"AT1G56500.3;AT1G56500.1"	253675.45	198162.5613	3.42E+121	276860.3626	125140.4722	173283.4549	176665.2626	233780.3923
"AT1G79790.2;AT1G79790.4;AT1G79790.1"	405811.2869	487475.6706	157414.3953	380449.2324	66131.57699	315129.5854	253426.7933	205757.5734
"AT2G16700.1;AT2G16700.2;AT2G16700.4"	2402601.081	2832473.724	1635883.826	1301886.191	968177.3358	1689989.951	1736463.416	1833228.835
"AT2G24270.2;AT2G24270.3;AT2G24270.1"	2362263.726	2439940.496	2213854.076	2540802.671	1861103.477	1950682.529	2532475.977	2445220.343
"AT5G58140.6;AT5G58140.3;AT5G58140.7;AT5G58140.5;AT5G58140.2;AT5G58140.1"	700616.0819	704361.6533	566720.8629	629472.6844	469459.5458	611144.9659	616391.2894	605890.341
"AT2G25840.2;AT2G25840.3;AT2G25840.1"	850563.6392	728381.7433	689472.6903	671387.3479	443921.3061	557736.159	573155.358	559985.5876
"AT2G04690.1;AT2G04690.3;AT2G04690.5;AT2G04690.2"	272052.7322	360442.7517	348819.819	573089.9307	424055.8167	408326.871	636216.3078	621981.1721
"AT2G43910.1;AT2G43910.2"	3076388.727	2932378.632	1993820.889	2459804.106	1777396.756	2237987.281	2424881.814	2941782.062
"AT3G06720.2;AT3G06720.1"	31319198.48	61548968956	278851.8383	475555.7418	213095.4865	307839.5512	1433275.596	561583.7253
"AT5G62720.2;AT5G62720.1"	239862.9439	149301.7459	286818.5786	303886.6286	209520.977	51732.99167	233702.5207	279552.0621
"AT1G29470.1;AT1G29470.2"	390286.3864	479096.7069	304815.8479	393518.501	402454.9881	305956.2489	365159.3177	333905.8321
"AT2G32520.2;AT2G32520.1;AT2G32520.3;AT2G32520.4"	252639.6409	198608.4458	252377.0737	213596.9003	156704.2239	286762.1836	104962.9144	1852303.045
"AT1G01620.1;AT1G01620.2"	2872463.655	2490981.543	2912282.265	3000520.619	2649110.29	2357716.299	2074909.306	2161361.481
"AT3G28715.2;AT3G28715.1"	299657374	30137726303	434626.3046	519160.7273	402909.2253	431622.9519	417616.5808	558165.1877
"AT1G26850.1;AT1G26850.2;AT1G26850.3"	581262.9911	581689.0489	648454.4885	248205.7743	315457.556	188266.9004	416173.1095	1.82E+18
"AT1G36160.2;AT1G36160.1"	411990.5179	375443.2241	327349.8764	291148.377	214947.2069	464493.4926	262010.7597	249243.7283
"AT5G37475.3;AT5G37475.2;AT5G37475.1"	333975.5554	608183.1672	326376.6713	447002.8473	525678.3614	361538.8724	558240.8987	512413.8879
"AT3G52560.3;AT3G52560.2;AT3G52560.4;AT3G52560.1"	167095.7767	222130.7947	81502.80866	269563.7102	180143.6561	178960.2174	242756.8389	176497.2702
"AT2G01250.1;AT2G01250.2"	4504227.001	6073579.834	2940926.892	6387487.445	7.33E+95	3433347.041	2781959.051	6526865.405
"AT5G26667.3;AT5G26667.1;AT5G26667.2;AT5G26667.4"	552407.3025	18663.729	526286.996	155110.581	3.25E+56	328912.1994	12593.00564	3.38E+150
"AT2G24650.3;AT2G24650.6;AT2G24650.1;AT2G24650.4;AT2G24650.5;AT2G24650.7;AT2G24650.2"	602896.1171	434640.8401	428853.6005	606962.5708	352218.695	506586.7206	710627.7427	487027.101
"AT3G59020.2;AT3G59020.1"	650831.7957	463408.8929	654105.0744	879655.3154	1919149.377	756743.4612	216112.423	986635.8174
"AT4G31880.1;AT4G31880.2"	775841.2652	735474.0233	1223662.294	467566.9058	397712.049	656073.2351	349213.8831	391299.5168
"AT4G19006.1;AT4G19006.2"	590956.9579	946747.9184	903416.808	1104777.632	157332.2676	803965.7199	125799.1159	312229.0972
"AT3G24590.1;AT3G24590.2"	361104.9507	1757548.865	304981.5109	1895788.831	1323805.208	1450351.611	1571892.042	1953406.008
"AT5G48880.3;AT5G48880.2;AT5G48880.1;AT5G48880.4"	372053.0447	394310.685	468065.4536	298233.2058	624776.1485	373857.4298	623149.3545	294384.2606
"AT1G74960.1;AT1G74960.3;AT1G74960.2"	716940.0345	1184523.561	628661.0605	1294745.342	965302.7223	670123.8071	1306236.689	962080.1616
"AT2G34840.2;AT2G34840.1"	760535.9596	176766.4769	539729.7018	155965.2249	47077.3916	170338.8503	84310.03175	163639.4017
"AT1G30690.1;AT1G30690.2"	1014763.449	1170439.11	543226.0646	815742.8064	448165.3211	491974.8243	535133.6277	214460.4032
"AT3G49720.2;AT3G49720.1;AT3G49720.3"	405399.8607	868814.8407	202711.4757	401246.5589	345481.1023	365689.2	519622.251	385977.0069
"AT2G45300.1;AT2G45300.3;AT2G45300.2;AT2G45300.4"	494856.1845	539456.7357	276444.6468	450477.8809	181825.4233	260919.5884	249951.133	373547.6092
"AT1G45230.1;AT1G45230.2"	282483.9188	282434.9975	147182.563	139545.4432	11005659543	116677.4531	118233.84	153708.0149
"AT4G17300.2;AT4G17300.1"	535322.6236	609110.525	418874.1005	1038572.667	788585.6903	627297.6038	426258.2462	859895.1548
"AT1G10590.2;AT1G10590.1;AT1G10590.3"	1591778.846	2.61547E+13	10490749.04	737106.9617	1042907.082	6.34E+33	1221662.125	467170.2437
"AT1G01170.2;AT1G01170.1"	1.28E+23	2856813.341	997253.1487	1852001.968	1618913.372	1709031.654	2521557.611	1701115.989
"AT5G04885.3;AT5G04885.1;AT5G04885.2"	1038180.151	1586264.251	837153.8032	1900270.365	1144120.057	484326.6327	809853.7124	1654566.512
"AT1G62660.2;AT1G62660.1;AT1G62660.4;AT1G62660.3"	344857.5233	480357.1256	280448.5668	989088.2319	539300.0631	2784812.645	661329.5595	888323.9247
"AT1G74560.1;AT1G74560.3"	227528.4048	217694.5313	59668.88769	98802.67226	539407.0139	96547.47869	174995.9818	80185.42487
"AT2G16950.2;AT2G16950.1"	288213.1179	2818468.715	342690.6228	2809399.956	285798.1094	405717.7019	335124.5463	304406.2569
"AT2G05830.3;AT2G05830.2;AT2G05830.4;AT2G05830.1"	481197.0122	293396.5161	434366.9864	555523.3428	173379.4211	270365.6445	272705.314	757749.1463
"AT3G14940.1;AT3G14940.2"	2457692.197	2047383.659	1556879.755	1822392.7	1117695.859	1568997.51	1315786.565	1502481.209
"AT3G25230.1;AT3G25230.2"	563119.5466	508286.2975	524363.2107	608333.9549	334334.5947	404589.1213	345289.3249	366561.4289
"AT5G05740.3;AT5G05740.1;AT5G05740.2"	205840.7377	382753.6828	144992.6345	310762.3335	2200111.695	248488.2022	270929.0922	226926.6573
"AT5G65560.3;AT5G65560.2;AT5G65560.1"	2294413.723	2929858.796	1807638.545	2745507.162	1287887.524	1486416.503	2047883.151	2290699.001
"AT1G18640.2;AT1G18640.3"	168992.4965	553203.057	318683.3131	353447.9279	95349.4932	198465.5125	106812.0758	71873.10539
"AT5G38520.2;AT5G38520.1"	627664.0867	629577.7821	312962.6797	300444.4489	1184648.064	1087508.375	277191.9852	285203.5065
"AT3G55760.1;AT3G55760.3;AT3G55760.2"	6.15841E+12	2.10936E+13	627620.7833	580281.563	1216636.706	744911.6553	1252624.498	847062.7602
"AT4G35860.2;AT4G35860.1"	647704.9222	568486.1421	530673.6634	631857.3149	375467.7313	543696.7935	689955.8815	759513.9759
"AT2G32230.2;AT2G32230.1"	1699396.285	1318700.819	1753726.532	104082.1039	84209.32017	1845254.642	191633.3222	1340636
"AT4G26630.2;AT4G26630.1"	645032.323	514457.9929	513331.1446	548190.7368	282518.693	544364.5862	315720.9131	515703.6379
"AT5G04830.2;AT5G04830.1"	309668.6636	373512.5708	229875.7429	523251.4062	7.26E+147	206760.5305	174382.4477	2254478.086
"AT2G38750.2;AT2G38750.1"	1395440.537	967738.5332	1505007.434	1391414.281	705600.1572	1182101.495	933061.797	1254648.679
"AT1G45000.2;AT1G45000.1"	265665.174	620699.7439	191105.3645	431933.9436	281618.2678	213458.0802	401429.2283	696627.5405
"AT1G26110.1;AT1G26110.2"	726016.7533	367762.9663	522514.8494	267642.0611	181933.7775	469652.5596	193879.3935	344999.102
"AT5G53140.2;AT5G53140.1"	342580.0493	279647.3149	726129.6291	327844.6285	220010.1593	399871.4323	233364.4643	281626.3956
"AT1G51710.2;AT1G51710.1"	389171.7065	542615.2125	870043.6034	637782.9741	199579.0454	329508.8116	587958.8188	894264.6655
"AT1G09490.2;AT1G09490.1"	175819.4951	226765.5336	184346.21	283015.14	113697.6201	163392.6138	144695.559	172489.0392
"AT1G64090.2;AT1G64090.1"	472593.5528	563937.8006	210950.6042	578803.8352	208617.9876	324292.432	275033.715	408650.1977
"AT1G64680.1;AT1G64680.2"	504277.8575	630490.2246	505333.8615	683589.3457	419250.6438	501723.66	602487.05	644222.2516
