Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
"AT3G22630.1;AT4G14800.2;AT4G14800.1"	1396902.456	1456045.021	1090054.752	1317446.028	894307.0928	894034.9893	961504.1492	1207781.757
"AT3G16480.1;AT1G51980.1;AT1G51980.2"	812413.9313	1052015.527	771453.4747	902684.3828	617461.3599	805777.1149	733484.0817	878073.1718
"AT1G78870.1;AT1G78870.2;AT1G78870.3;AT1G78870.4;AT1G16890.2;AT1G16890.1;AT1G16890.3"	1245213.096	1449284.507	992638.3273	1372442.745	745525.1739	888440.41	1139114.59	1430958.791
"AT3G46030.1;AT5G02570.1;AT2G28720.1;AT5G22880.1;AT2G37470.1;AT3G53650.1;AT3G45980.1;AT5G59910.1;AT1G07790.1"	4554688.809	9374681.2	3488403.998	8266344.332	8694284.393	6117110.652	8769406.086	10306710.36
"AT5G62690.1;AT5G62700.1"	4154290.509	3816521.599	2886261.189	3948777.605	2071291.422	2690395.577	2464328.313	2684108.947
"AT5G16070.1;AT3G02530.1"	698987.2856	778933.7143	20834556335	829933.7159	348456.7938	470933.3803	377521.5542	434544.5313
"AT5G12950.1;AT5G12960.1"	422245.6248	346916.4207	266952.6641	440085.9095	254761.8457	176198.6606	328656.4741	454352.5002
"AT1G67280.2;AT1G67280.1;AT1G11840.6;AT1G11840.4;AT1G11840.1;AT1G11840.3;AT1G11840.2"	1972939.684	1978765.903	1704293.841	2238257.587	1368483.672	1637589.286	1625101.073	2072818.115
"AT2G40590.1;AT3G56340.1;AT2G40510.1"	4292058.959	3854161.492	1821144.068	2034878.225	1510606.385	1833641.039	1515178.199	2247381.102
"ATCG00840.1;ATCG01300.1"	1659356705	852924.7958	554835.3805	395845.6328	587525.5597	428530.9855	725703.6869	10809303587
"AT3G18820.1;AT1G49300.2;AT1G49300.1"	835020.1515	749734.3952	882553.8431	607089.6689	2028324.131	897113.8549	1117689.246	528886.002
"AT1G01320.3;AT1G01320.1;AT1G01320.2;AT1G15290.1;AT1G15290.2;AT4G28080.1"	1536697.52	1768752.02	1047015.714	1001655.274	549821.3282	622781.7426	863704.6872	1104653.889
"AT5G02500.1;AT5G02500.2;AT1G56410.1;AT5G02490.1"	8765793.879	9125562.153	5651914.293	6183757.043	3699175.188	3777069.456	5124042.359	6118059.358
"AT5G02500.1;AT5G02500.2;AT3G09440.3;AT3G09440.2;AT3G09440.4;AT3G09440.1;AT5G42020.3;AT5G42020.1;AT5G42020.2;AT3G12580.1;AT1G56410.1;AT5G02490.1;AT1G16030.1;AT5G28540.1"	6230121.026	5103481.871	4957275.519	6056965.977	5544200.695	4295433.24	6580981.258	6116066.832
"AT1G29310.1;AT1G29310.2;AT2G34250.2;AT2G34250.3;AT2G34250.1"	460836.0981	587241.229	285938.6539	347083.5256	285222.4451	301524.0216	340357.1838	353730.0416
"AT2G16360.1;AT4G39200.1;AT4G39200.2;AT4G34555.1"	2113812.425	3179701.305	1573539.841	1880705.202	1392797.17	1329821.634	1293474.384	2128850.401
"AT1G01320.3;AT1G01320.1;AT1G01320.2;AT4G28080.1"	1495808.849	1470325.484	1048202.358	856828.772	437533.661	1088416.477	565204.7553	1050015.583
"AT3G07770.1;AT3G07770.3;AT3G07770.2;AT2G04030.1;AT2G04030.2"	10454974.85	15268117.8	15870537.05	20325545.86	11330115.8	16797084.3	18915308.1	28157605.08
"AT3G06720.2;AT3G06720.1;AT4G16143.2;AT4G16143.1"	484937.8098	413780.2432	491454.6724	498577.1715	410735.6532	395361.3965	457012.3577	509945.2355
"AT2G28815.1;ATCG00790.1"	6229428.315	6611864.167	4078686.158	4308809.626	2785781.918	3288756.544	4075455.097	4232759.445
"AT5G62690.1;AT5G44340.1;AT4G20890.1;AT5G62700.1"	4645529.908	5690000.922	5366380.932	5142034.413	3356305.032	2748913756	4784641.339	5196167.207
"AT5G25980.1;AT5G25980.2;AT5G25980.3;AT5G48375.1"	1163069.388	1760821.325	1841038.955	711582.7774	1923115.052	1953083.035	3176683.252	1275837.168
"AT3G14415.3;AT3G14415.2;AT3G14415.1;AT3G14420.3;AT3G14420.1;AT3G14420.2"	1233836.392	1092962.648	927475.0018	1074235.879	587489.0006	953305.5395	572679.7639	795436.7514
"AT1G36280.2;AT1G36280.1;AT4G18440.1"	445044.0141	662140.7102	435076.6192	553540.3611	360473.3986	403658.1174	395912.8926	734876.6042
"AT3G25860.1;AT1G34430.1"	3176848.282	3659504.397	2420430.57	2952194.851	1520001.427	2080475.755	2009045.128	2332003.264
"AT3G18080.1;AT3G18070.5;AT3G18070.6;AT3G18070.3;AT3G18070.1;AT3G18070.2;AT3G18070.7;AT3G18070.4"	412311.0278	889652.0205	438381.8649	714822.4805	453397.629	638789.1876	555287.0372	621518.3283
"AT5G01600.1;AT3G56090.1"	1262530.841	1886915.81	750495.9185	1414527.406	701318.8192	939522.1371	1628822.299	2072033.362
"AT5G23860.1;AT5G23860.2;AT2G29550.1"	2073495.179	2750392.819	1978865.665	3606783.208	2778978.746	1923416.553	2757216.791	3200662.341
"AT2G18450.1;AT5G66760.1"	745679.082	765418.1268	626710.0181	3263825464	586131.443	609544.0649	878724.2048	782833.24
"AT3G28710.1;AT3G28715.2;AT3G28715.1"	770855.0833	745439.7577	1815211.226	1590635.782	394659.1795	1289164.802	1926003.371	1215453.006
"AT2G19480.2;AT2G19480.3;AT2G19480.1;AT5G56950.1"	1621217.93	1411225.893	1254999.975	1322607.633	1161493.841	947402.0628	1351733.162	1226897.374
"AT4G35650.1;AT4G35260.1"	385981.4504	767035.8664	397789.6181	790030.9992	355874.9594	381432.6323	620947.9676	990944.0299
"AT2G16570.1;AT4G34740.1"	1976308.26	2121586.762	1756838.633	2317658.821	1510577.83	1910868.066	1446411.032	2295967.885
"AT1G79550.2;AT1G79550.1;AT1G56190.2;AT1G56190.1;AT3G12780.1"	17687276.37	16686666.29	12907901.1	15210291.85	6035849.835	10544009.82	7563442.053	12371684.43
"AT5G52240.2;AT5G52240.1;AT3G48890.1"	558049.0778	408914.4515	435905.1347	480212.646	382363.0073	311625.8108	574145.4436	504272.1189
"AT5G48900.1;AT3G07010.1;AT3G07010.2"	384785.2714	391526.2944	600521.3936	589943.2471	527505.807	728687.5732	777507.1753	460095.8178
"AT5G06600.1;AT5G06600.2;AT5G06600.3;AT3G11910.4;AT3G11910.3;AT3G11910.1;AT3G11910.2"	712397.7828	600145.6827	755279.7968	530797.5187	588088.0739	545087.7907	641020.1233	491990.4687
"AT3G26070.1;AT3G26080.1;AT3G26080.2"	1634503.231	14851916.01	1253680.781	2489782.484	10798596.03	1207109.496	6542961.09	5949103.405
"AT5G10170.1;AT4G39800.1"	825639.8468	1679524.015	549209.0619	514270.8176	2.03E+89	1928020.089	763494.4936	1230561.748
"AT3G58570.1;AT3G58510.1;AT3G58510.3;AT3G58510.2;AT2G42520.2;AT2G42520.1;AT2G42520.3"	807483.4139	713422.2445	552737.7146	630559.0105	357146.3781	469751.2482	482365.625	574885.731
"AT1G08970.1;AT1G08970.2;AT1G08970.4;AT1G08970.3;AT3G48590.1;AT5G63470.2;AT5G63470.1;AT1G54830.2;AT1G54830.3;AT1G54830.1"	856690.8654	824350.8301	903423.6415	662406.9437	521464.8155	855074.2132	539392.7197	615179.6756
"AT3G25800.1;AT3G25800.3;AT3G25800.2;AT1G13320.3;AT1G13320.1;AT1G13320.4;AT1G13320.2"	443273.8213	546551.8118	499659.2794	692679.3426	371780.3879	527605.3433	392862.3322	590223.0896
"AT4G14030.1;AT4G14030.2;AT4G14040.1"	1626150.879	2231704.521	1309407.928	2101512.083	1107892.494	1416031.324	1571610.426	1493792.506
"AT1G07370.1;AT2G29570.1"	656950.1182	770346.2806	510992.0851	540263.1187	203764.0643	288746.0662	268217.315	409376.2984
"AT5G46750.1;AT4G17890.2;AT4G17890.1"	568409.1193	1090630.034	317624.6319	1429116.996	377906.4131	602421.4779	565736.3907	860919.1962
"AT4G17160.1;AT4G35860.2;AT4G35860.1;AT4G17170.1"	2368376.415	2783722.64	2290051.4	2990274.223	1981982.619	2182349.965	2439349.475	3044418.715
"AT1G03220.1;AT1G03230.1"	1620216.448	1697616.347	1185721.48	1970962.166	1196845.564	1442719.746	1636226.488	2024383.934
"AT1G31180.2;AT1G31180.1;AT1G80560.1;AT5G14200.3;AT5G14200.1"	1561906.361	2287873.652	1331583.362	2334744.419	1076413.421	1384915.66	1553964.157	2480660.354
"AT5G15490.1;AT5G39320.1;AT3G29360.1;AT3G29360.2"	1801393.56	1636982.078	1123511.208	1336384.5	685332.9837	976666.4865	1188011.545	1326429.32
"AT1G17290.1;AT1G72330.1;AT1G72330.3;AT1G72330.2"	648495.2908	636080.2126	539340.4891	684515.8721	314625.5088	565689.2215	391170.4294	621843.4606
"AT3G13660.1;AT1G55210.1;AT1G55210.2"	665530.6518	770748.1524	679162.529	358485.4821	379115.1886	555354.5688	717439.191	492567.7669
"AT4G22240.1;AT4G04020.1"	1306395.027	1967491.385	1437488.928	2766040.09	1441799.878	1543156.305	1729916.48	2314405.355
"AT3G27850.1;AT3G27830.1;AT3G27830.2"	21463635.27	26065915.9	12320790.49	17522008.28	9568734.987	11335470.57	13883963.66	15095675.14
"AT3G62560.1;AT4G02080.1;AT1G02620.1;AT1G56330.1"	2960947.478	3517535.988	2722217.466	3544676.448	2150899.132	2425496.932	2695355.11	3129980.5
"AT5G65690.1;AT5G65690.3;AT5G65690.4;AT5G65690.2;AT4G37870.1"	948091.505	901718.2839	500792.9715	436747.3503	557265.5927	1301420.533	617479.0596	684117.4952
"AT4G35090.3;AT4G35090.1;AT1G20630.1"	6150619.571	5964003.243	5678932.423	4335721.813	3890643.692	4768436.222	4385599.323	3506126.31
"AT5G48580.1;AT3G25220.1"	1854408.734	2238594.363	1412029.313	1994135.619	1136660.725	1350589.474	1638497.508	1918569.372
"AT1G68560.1;AT3G45940.1"	1910884.811	2488387.729	1948601.407	2520258.245	902551.264	1750710.322	1238298.818	2500744.304
"AT5G61790.1;AT5G07340.2;AT5G07340.1"	1295273.423	1171388.059	1285986.946	1425963.271	949375.2703	1319756.502	1224777.115	1561432.794
"AT2G18110.1;AT1G30230.1;AT1G30230.2"	9118437.918	10440375.42	8163685.675	8688560.788	6704275.189	8950602.761	8584389.121	8114695.892
"AT2G20630.2;AT2G20630.1;AT4G28400.3;AT4G28400.2;AT4G28400.1"	589119.5864	1213014.702	442955.0021	837930.0245	280183.9848	1138819.881	600529.4041	841580.1547
"AT1G18500.1;AT1G74040.2;AT1G74040.3;AT1G74040.1"	1071548.33	995915.8142	1037571.224	579272.5141	1773891.123	640741.9349	1122114.114	983179.5332
"AT1G76160.1;AT1G41830.1"	1379706.483	1315480.194	1096588.947	1191418.23	732894.2707	1002655.246	1059470.252	1219377.185
"AT4G35630.1;AT2G17630.1"	754515.2103	773742.941	637616.508	1029278.128	449080.4289	1320556.458	693389.9337	887004.3778
"AT2G38210.1;AT5G01410.1;AT5G01410.2;AT2G38230.1"	3393371.986	3201975.788	1954129.473	2376958.05	1285526.318	1620326.537	1893887.376	2130610.747
"AT5G54500.1;AT4G27270.4;AT4G27270.3;AT4G27270.1;AT4G27270.2"	634345.1494	528681.999	431155.8352	969804.622	623903.0392	614487.8079	752809.7957	1101704.559
"AT4G27070.1;AT5G54810.1"	2055552.836	2903084.839	1361760.827	3947529.124	2376613.375	2408874.415	2884126.348	2625329.251
"AT5G05780.1;AT5G05780.2;AT3G11270.2;AT3G11270.1"	934049.486	619248.4275	510196.5549	510632.5794	949517.2066	488749.3433	654796.2988	535207.6565
"AT1G60680.2;AT1G60680.1;AT1G60730.3;AT1G60730.1;AT1G60710.1;AT1G60750.1"	1434664.746	1288039.695	1129139.688	1117163.086	774787.662	917017.2401	1085209.568	907885.058
"AT1G64200.2;AT1G64200.3;AT1G64200.1;AT4G11150.1"	2081839.658	3139907.378	1780465.24	3001853.569	1961714.603	1978670.999	2749609.596	3082263.907
"AT1G74060.1;AT1G74050.1"	3926315.873	4451515.128	3649841.415	2948540.664	914361.1275	3873181.396	1545493.67	2029029.001
"AT4G11380.1;AT4G11380.2;AT4G23460.1;AT4G23460.2"	530815.5175	1387588.512	384273.2036	1738612.841	5.05E+106	1146534.796	567031.3921	721196.3608
"AT5G22060.1;AT3G44110.1;AT3G44110.2"	1583877.79	2469574.932	1622254.554	2583006.597	842900.1926	1589816.917	1152851.526	2675873.956
"AT5G02500.1;AT5G02500.2;AT3G12580.1;AT1G56410.1;AT5G02490.1"	2978391.689	3508159.742	2604479.863	1796663.856	618109.4458	1520406.573	453022.4053	636813.1741
"AT5G17000.1;AT5G16980.3;AT5G16980.1;AT5G16980.2;AT5G16990.1;AT5G16970.1"	554966.6741	549105.3455	470057.5865	1018046.108	465926.101	440750.0798	768331.8979	860119.3951
"AT1G09430.1;AT1G10670.4;AT1G10670.2;AT1G10670.3;AT1G10670.1"	2671433.782	2408978.416	2067524.876	2058379.166	1305840.815	1681241.281	2052427.589	2128157.501
"AT2G39460.1;AT2G39460.2;AT3G55280.1;AT3G55280.2;AT3G55280.3"	2235826.679	2616397.437	1327890.88	1295991.459	761826.1322	1088079.877	784683.0456	1193969.023
"AT1G11910.1;AT1G11910.2;AT1G62290.2;AT1G62290.1"	1387570.931	1341275.907	1078748.968	1063801.462	811898.5322	1123626.219	1604987.202	1850784.998
"AT1G21750.1;AT1G21750.2;AT1G77510.1"	1135697.655	1717242.878	895615.4094	1669106.758	799814.8229	989418.2217	1455675.655	1661622.81
"AT3G27240.1;AT5G40810.1;AT5G40810.2"	977841.2379	1709599.953	889297.1457	1945599.4	1309696.58	1573974.118	1726988.601	1682026.941
"AT1G11910.1;AT1G11910.2;AT1G62290.2;AT1G62290.5;AT1G62290.1"	1423269.434	1960954.248	1038141.185	2129841.576	1082497.496	1326775.762	2169559.756	3326381.762
"AT3G16420.1;AT3G16420.2;AT3G16420.3;AT3G16430.1;AT3G16430.2"	3599081.128	4503095.828	3214326.464	6012208.702	3081965.761	5684556.287	3966531.993	5144293.041
"AT4G37910.1;AT4G37910.2;AT5G09590.1"	743748.4613	735594.2676	629557.1712	591651.624	384641.5085	530583.7198	419516.4402	471600.7426
"AT1G01790.2;AT1G01790.1;AT4G00630.2;AT4G00630.1"	742897.2079	1112564.079	592563.8811	660072.5582	3.70E+15	476617.1474	408739.0943	508082.9169
"AT3G42640.1;AT4G30190.2;AT4G30190.1;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT5G62670.1;AT1G80660.3;AT1G80660.2;AT1G80660.4;AT1G80660.1;AT3G47950.1;AT3G47950.2;AT5G57350.4;AT5G57350.2;AT5G57350.3;AT5G57350.1;AT1G17260.1"	1307199.987	1275038.114	847995.0168	1027786.515	451849.0506	757193.1695	506680.3714	798523.922
"AT5G63510.2;AT5G63510.1;AT3G48680.1"	1147827.912	1122287.935	936564.6161	1018412.81	645430.9982	816533.5656	878178.6965	893230.0376
"AT1G13090.2;AT5G25130.1;AT3G26210.1;AT5G25140.1;AT1G13100.1;AT1G13110.1"	819023.2189	722775.026	714093.3628	790889.6288	546117.3015	731336.7769	948178.6831	1241516.728
"AT4G31870.1;AT2G25080.1"	3507957.528	3559064.862	3060027.166	3982430.324	2246089.447	8.38E+24	2525786.623	3453781.014
"AT2G20990.2;AT2G20990.1;AT2G20990.3;AT2G21010.1"	843902.7871	790767.898	734979.0337	895987.3924	552923.7261	791284.3336	729897.6895	964002.2869
"AT4G13170.1;AT3G07110.2;AT3G07110.1"	2504968.029	3087136.454	1722430.094	1996862.132	1251064.386	1365321.85	1731269.256	1861866.346
"AT5G44340.1;AT4G20890.1;AT2G29550.1"	3786805.845	3991175.775	2930815.43	3591382.326	2378751.238	3154610.461	3277213.631	3409087.898
"AT5G06000.1;AT3G11400.2;AT3G11400.1"	536926.6432	672351.9232	411314.2959	421794.2553	283559.7525	6663617.329	601377.7917	486325.5901
"AT2G45300.1;AT2G45300.3;AT2G45300.2;AT2G45300.4;AT1G48860.2;AT1G48860.1"	845370.5023	573969.7953	646111.6465	788143.5681	303309.6095	586887.3995	497308.0976	698767.9189
"AT2G32730.1;AT1G04810.1"	993884.484	1016124.317	758546.291	1005036.155	681235.0679	795921.0551	747455.8779	937411.8729
"AT1G42970.1;AT3G26650.1;AT1G12900.3;AT1G12900.4;AT1G12900.1;AT1G12900.5;AT1G12900.2"	58283538.44	56149810.21	37737899.34	50099946.37	28842820.05	36418349.58	37670771.5	45525305.85
"AT5G02500.1;AT5G02500.2;AT3G09440.3;AT3G09440.2;AT3G09440.4;AT3G09440.1"	13918199.54	16182977.08	9986148.178	11139977.79	6080060.09	7649627.838	8756106.638	10587624.48
"AT3G53020.1;AT2G36620.1"	3823491.195	5445365.268	2518222.771	3355490.575	1711772.446	2231575.345	1713496.043	2614621.235
"AT2G36390.1;AT5G03650.1"	1266103.828	1121321.257	789622.458	1184245.109	819164.8863	1104487.762	908968.8627	1185095.261
"AT5G23860.1;AT5G23860.2;AT5G62690.1;AT1G75780.1;AT5G62700.1;AT5G12250.1;AT1G20010.1"	7961872.331	8489498.805	7702916.84	10667994.66	10168336.89	10885120.11	12255435.02	9476452.367
"AT2G44040.1;AT3G59890.1;AT3G59890.2"	3039887.005	2451449.364	4388074.407	2545317.148	401909.413	1857617.956	1885240.41	401831.0935
"AT4G35970.1;AT4G35970.2;AT4G35000.1"	1352840.993	1442940.663	1110976.342	1321961.635	742805.248	1029741.24	1046193.226	1145014.078
"AT1G20260.1;AT1G76030.1"	2984189.712	3354556.03	2375564	4249239.71	2612939.69	2717848.131	3574701.207	4327402.741
"AT1G19740.1;AT1G75460.1"	673570.2705	734525.6959	515412.9863	630192.3744	261835.8547	425753.6637	410357.1937	449565.2098
"AT3G09300.1;AT5G59420.1;AT5G02100.3;AT5G02100.1;AT5G02100.2"	684114.9044	901860.7023	619939.5501	85991635960	1.01877E+11	565462.6741	746074.6487	924221.9231
"AT1G79530.1;AT1G16300.1"	428217.6611	210404.1907	221082.3647	4472912.276	100921.529	77005.36356	86725.99347	6094214.148
"AT1G17470.2;AT1G17470.1;AT1G72660.2;AT1G72660.4;AT1G72660.3;AT1G72660.1"	332809.1884	371116.2057	190253.8011	178231.4653	383013.2273	124935.5141	443819.3599	317358.6072
"AT1G78300.1;AT1G35160.1;AT1G35160.2;AT4G09000.1;AT4G09000.2;AT5G38480.2;AT5G38480.1;AT5G38480.3;AT5G16050.1;AT5G16050.2;AT3G02520.1;AT3G02520.2"	12202884.94	14641919.84	10923684.77	13920622.28	7957016.782	10742519.54	10035797.4	12905967.81
"AT5G03850.1;AT3G10090.1"	9298283.659	14522105.42	8182938.489	8970080.035	5645198.17	7249211.408	7443999.197	10171123.39
"AT1G26570.1;AT5G15490.1;AT5G39320.1;AT3G29360.1;AT3G29360.2"	3721219.969	3760616.208	2487941.134	2669334.56	3389127.857	2680164.294	4549787.969	3197317.441
"AT1G79330.1;AT1G79340.1"	1725289.646	2197494.216	1362718.589	2056102.918	1094302.548	1347564.577	1610710.594	2194070.568
"AT2G19900.1;AT2G19900.2;AT1G79750.1"	228526.1935	202338.2808	103289.3177	77365.07074	62048.65456	190623.717	162381.1914	154816.891
"AT2G17360.1;AT5G58420.1;AT5G07090.3;AT5G07090.2;AT5G07090.1"	11813399.81	10292419.95	5406207.215	7113994.695	3442829.937	5841669.627	5958325.267	7163977.396
"AT4G29130.1;AT2G19860.2;AT2G19860.1"	939639.3668	1907681.85	707612.0761	1414583.691	644868.865	731344.1854	1590525.718	2269790.299
"AT1G75780.1;AT1G20010.1"	2865345.822	2474920.479	1966792.639	2915847.066	1524570.516	2069625.285	1984408.029	2756215.888
"AT4G30190.2;AT4G30190.1;AT2G18960.1;AT5G57350.4;AT5G57350.2;AT5G57350.1"	1221187.7	1011955.239	1056753.479	970760.5043	501818.8058	957851.6638	712621.173	869631.275
"AT4G32208.1;AT5G09590.1"	721752.3832	690381.3667	1127328.598	1167638.641	639259.1466	889295.129	797401.3217	803216.0821
"AT5G56010.1;AT5G56000.1"	902807.9538	794062.2703	529405.9893	915258.9799	457158.5196	556762.4154	439772.0049	680512.8062
"AT1G12240.1;AT1G62660.2;AT1G62660.1;AT1G62660.4;AT1G62660.3"	1091548.177	1134721.686	1202156.333	2008803.048	1331137.775	1489718.915	1852121.175	1952096.639
"AT1G31180.2;AT1G31180.1;AT1G80560.1;AT5G14200.2;AT5G14200.3;AT5G14200.1"	3419149.108	3890182.332	2907928.772	3397244.165	2035641.442	2652582.407	3085084.062	3341771.464
"AT3G59760.3;AT3G59760.1;AT2G43750.1;AT2G43750.2"	6127270.87	7534777.406	4903597.88	5538917.254	3731601.751	4588407.982	5461073.382	5867770.23
"AT5G27120.1;AT3G05060.1"	295749.7131	362823.5262	182529.2247	174220.8211	186329.8851	98880.28017	286008.4302	216119.764
"AT5G61170.1;AT5G15520.1"	5516680.002	6334803.337	3260616.937	3721111.143	2154165.55	2468564.266	2978382.293	3788424.445
"AT1G79990.1;AT1G79990.2;AT3G15980.7;AT3G15980.4;AT3G15980.2;AT3G15980.5;AT3G15980.6;AT3G15980.1;AT3G15980.3;AT1G52360.2;AT1G52360.4;AT1G52360.1;AT1G52360.3"	1340632.856	1275684.929	953355.5003	1157776.287	674865.4019	878497.3762	1024283.659	1087097.481
"AT1G49630.5;AT1G49630.2;AT1G49630.1;AT1G49630.3;AT1G49630.4;AT3G19170.1"	1681217.656	1680167.287	1097751.04	1496249.15	784424.0157	1093327.076	989353.7886	1522000.834
"AT4G30920.1;AT2G24200.3;AT2G24200.2;AT2G24200.1"	1581218.826	1702763.792	1154222.522	1793547.312	815243.2349	1409293.687	1033074.891	1888525.093
"AT5G03520.2;AT5G03520.1;AT3G11730.1;AT3G09900.1;AT5G59840.1;AT4G17530.1;AT5G47200.1;AT1G02130.1;AT3G46060.2;AT3G46060.3;AT3G46060.1;AT3G53610.2;AT3G53610.3;AT3G53610.1"	7.10E+70	2065496.804	2268333.11	2414059.554	1299658.652	2.37287E+14	2279703.283	2714940.186
"AT2G23610.2;AT2G23610.1;AT2G23550.2;AT2G23550.1;AT2G23550.4"	459123.7455	385842.9832	336599.3051	503874.3287	214683.8604	372170.7121	354658.6247	542579.7009
"AT3G47370.1;AT3G47370.2;AT3G47370.3;AT5G62300.2;AT5G62300.1;AT3G45030.1"	14842480.09	15560797.05	9812300.134	11102635.21	6782327.628	8055270.723	10105495.51	11280366.3
"AT3G26618.1;AT1G12920.1;AT5G47880.2;AT5G47880.1"	567071.5552	414619.9362	324907.5219	401862.4977	2.83E+92	12486818655	1804026.365	301514.6445
"AT5G66510.1;AT5G66510.2;AT1G47260.1"	1241433.731	1323919.008	707275.0728	1372671.622	1027067.27	909661.0762	1183754.657	1234367.549
"AT2G16850.1;AT5G60660.1;AT4G35100.1;AT4G35100.2"	5019148.769	9312236.127	6354531.942	9409578.336	5481929.082	6387305.986	5045147.485	7744577.829
"AT3G16390.1;AT3G16390.2;AT3G16400.1;AT3G16400.2;AT3G16410.1"	1579297.903	1419647.249	1367605.684	3863745.186	2028138.472	2409963.537	2138125.971	3221394.546
"AT3G53730.1;AT1G07820.1;AT1G07820.2;AT5G59690.1;AT3G46320.1;AT2G28740.1;AT1G07660.1;AT1G07660.2;AT3G45930.1;AT5G59970.1;AT5G59970.2"	19660019.94	21053976.04	15195181.29	17237746.8	10452467.01	13535887.39	15309731.91	18314909.54
"ATMG00220.1;AT2G07727.1"	8412491.524	1223511.126	6612077.807	3613047.079	1053085.834	4171422.379	1655189.811	1141790.455
"AT4G35860.2;AT4G35860.1;AT4G17170.1"	740609.2986	913881.0808	1073173.775	848984.3289	4001172.221	4438455.609	5331047.301	599340.4038
"AT5G39850.1;AT5G15200.1"	7348902.05	5168819.386	3864328.022	3380762.814	2484742.006	2894113.897	3540573.442	4208397.539
"AT3G16140.1;AT1G52230.1"	46836304.35	56662657.17	35462817.81	40080578.02	25095622.09	32063958.02	32657748.58	49851348.85
"AT2G47510.3;AT2G47510.2;AT2G47510.1;AT5G50950.4;AT5G50950.2;AT5G50950.1"	706330.3398	1035640.15	784560.1025	1400024.922	656086.0374	700385.0731	941237.0073	1269775.585
"AT1G74040.2;AT1G74040.3;AT1G74040.1;AT5G23020.1;AT5G23010.1;AT5G23010.3;AT5G23010.2"	779305.1542	386231.4339	453280.0535	305403.1073	-42386.53936	365010.6816	92392.12871	414137.1688
"AT3G26340.1;AT1G13060.1"	954796.8874	969822.3352	609225.7429	911408.7676	482160.4763	583664.8307	676537.0952	971091.9092
"AT5G66510.1;AT5G66510.2;AT1G47260.1;AT1G19580.1;AT1G19580.2"	1365680.85	840838.8395	929876.0376	1682228.215	827603.4465	799347.0835	1293296.961	1173508.541
"AT1G78830.1;AT1G78820.1"	4313838.84	4565240.911	2686706.207	3365560.245	1605892.923	3770541.725	3089772.073	4294657.077
"AT5G43780.1;AT1G19920.1;AT3G22890.1;AT4G14680.2;AT4G14680.1"	2984196.301	3433065.425	2067285.668	2727852.901	967785.3973	1707589.063	1324789.449	2767757.434
"AT1G74310.1;AT1G74310.2;AT4G14670.1;AT5G15450.1"	547121.2325	2.66123E+11	432676.7081	635016.3422	334192.4215	426029.5822	453094.2469	569937.6204
"AT3G46430.1;AT5G59613.1;AT5G59613.2"	2543363.354	2789824.161	1761926.672	2539848.518	1549361.144	1743986.242	2515220.561	2765782.389
"AT4G14160.3;AT4G14160.1;AT4G14160.2;AT1G05520.1"	418848.5337	435925.993	297823.9124	494012.2219	249546.8197	319850.1785	402036.9056	526030.9808
